,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
599,veris,1.4.0,attribute.availability,attribute.availability.variety.Obscuration,Conversion or obscuration (ransomware),related-to,T1491.001,Defacement: Internal Defacement,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
600,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Defacement,Deface content,related-to,T1491.001,Defacement: Internal Defacement,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
601,veris,1.4.0,attribute.availability,attribute.availability.variety.Obscuration,Conversion or obscuration (ransomware),related-to,T1491.002,Defacement: External Defacement,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
602,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Defacement,Deface content,related-to,T1491.002,Defacement: External Defacement,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
603,veris,1.4.0,action.malware,action.malware.variety.Destroy data,Destroy or corrupt stored data,related-to,T1495,Firmware Corruption,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
604,veris,1.4.0,attribute.availability,attribute.availability.variety.Destruction,Destruction,related-to,T1495,Firmware Corruption,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
605,veris,1.4.0,attribute.availability,attribute.availability.variety.Interruption,Interruption,related-to,T1495,Firmware Corruption,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
606,veris,1.4.0,attribute.availability,attribute.availability.variety.Loss,Loss,related-to,T1495,Firmware Corruption,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
607,veris,1.4.0,action.hacking,action.hacking.variety.Profile host,Enumerating the state of the current host,related-to,T1518.001,Software Discovery: Security Software Discovery,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
608,veris,1.4.0,action.malware,action.malware.variety.Click fraud,"Click fraud, whether or not cryptocurrency mining.  Also mark 'Click fraud or cryptocurrency mining'. Child of 'Click fraud and cryptocurrency mining'.",related-to,T1496,Resource Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
609,veris,1.4.0,action.malware,action.malware.variety.Click fraud and cryptocurrency mining,Click fraud or cryptocurrency mining. Parent of 'Click fraud' and 'Cryptocurrency mining'.,related-to,T1496,Resource Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
610,veris,1.4.0,action.malware,action.malware.variety.Cryptocurrency mining,"Cryptocurrency mining, whether or not click fraud. Child of 'Click fraud and cryptocurrency mining'.",related-to,T1496,Resource Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
611,veris,1.4.0,action.malware,action.malware.variety.Click fraud and cryptocurrency mining,Click fraud or cryptocurrency mining. Parent of 'Click fraud' and 'Cryptocurrency mining'.,related-to,T1496.001,Resource Hijacking: Compute Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
612,veris,1.4.0,action.malware,action.malware.variety.Cryptocurrency mining,"Cryptocurrency mining, whether or not click fraud. Child of 'Click fraud and cryptocurrency mining'.",related-to,T1496.001,Resource Hijacking: Compute Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
613,veris,1.4.0,attribute.availability,attribute.availability.variety.Degradation,Performance degradation,related-to,T1496,Resource Hijacking,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
614,veris,1.4.0,action.hacking,action.hacking.variety.Backdoor,Hacking action that creates a backdoor for use.,related-to,T1525,Implant Internal Image,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
615,veris,1.4.0,action.hacking,action.hacking.vector.Backdoor,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1525,Implant Internal Image,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
616,veris,1.4.0,action.hacking,action.hacking.variety.Scan network,Enumerating the state of the network,related-to,T1526,Cloud Service Discovery,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
617,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1529,System Shutdown/Reboot,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
618,veris,1.4.0,action.hacking,action.hacking.variety.Unknown,Unknown,related-to,T1531,Account Access Removal,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
619,veris,1.4.0,action.hacking,action.hacking.variety.Forced browsing,Forced browsing or predictable resource location. Child of 'Exploit vuln'.,related-to,T1539,Steal Web Session Cookie,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
620,veris,1.4.0,action.malware,action.malware.variety.Disable controls,Disable or interfere with security controls,related-to,T1497,Virtualization/Sandbox Evasion,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
621,veris,1.4.0,action.malware,action.malware.variety.Disable controls,Disable or interfere with security controls,related-to,T1497.001,Virtualization/Sandbox Evasion: System Checks,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
622,veris,1.4.0,action.malware,action.malware.variety.Disable controls,Disable or interfere with security controls,related-to,T1497.002,Virtualization/Sandbox Evasion: User Activity Based Checks,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
623,veris,1.4.0,action.malware,action.malware.variety.Disable controls,Disable or interfere with security controls,related-to,T1497.003,Virtualization/Sandbox Evasion: Time Based Evasion,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
624,veris,1.4.0,action.hacking,action.hacking.variety.AiTM,Adversary-in-the-middle attack. Child of 'Exploit vuln',related-to,T1539,Steal Web Session Cookie,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
625,veris,1.4.0,action.malware,action.malware.variety.DoS,DoS attack,related-to,T1498,Network Denial of Service,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
626,veris,1.4.0,attribute.availability,attribute.availability.variety.Degradation,Performance degradation,related-to,T1498,Network Denial of Service,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
627,veris,1.4.0,attribute.availability,attribute.availability.variety.Loss,Loss,related-to,T1498,Network Denial of Service,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
628,veris,1.4.0,action.hacking,action.hacking.variety.Session replay,Session replay. Child of 'Exploit vuln'.,related-to,T1539,Steal Web Session Cookie,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
629,veris,1.4.0,action.malware,action.malware.variety.DoS,DoS attack,related-to,T1498.001,Network Denial of Service: Direct Network Flood,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
630,veris,1.4.0,attribute.availability,attribute.availability.variety.Degradation,Performance degradation,related-to,T1498.001,Network Denial of Service: Direct Network Flood,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
631,veris,1.4.0,attribute.availability,attribute.availability.variety.Loss,Loss,related-to,T1498.001,Network Denial of Service: Direct Network Flood,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
632,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1543,Create or Modify System Process,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
633,veris,1.4.0,action.malware,action.malware.variety.DoS,DoS attack,related-to,T1498.002,Network Denial of Service: Reflection Amplification,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
634,veris,1.4.0,attribute.availability,attribute.availability.variety.Degradation,Performance degradation,related-to,T1498.002,Network Denial of Service: Reflection Amplification,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
635,veris,1.4.0,attribute.availability,attribute.availability.variety.Loss,Loss,related-to,T1498.002,Network Denial of Service: Reflection Amplification,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
636,veris,1.4.0,action.hacking,action.hacking.variety.Backdoor,Hacking action that creates a backdoor for use.,related-to,T1543,Create or Modify System Process,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
637,veris,1.4.0,action.hacking,action.hacking.vector.Backdoor,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1543,Create or Modify System Process,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
638,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1543.001,Create or Modify System Process: Launch Agent,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
639,veris,1.4.0,action.malware,action.malware.variety.DoS,DoS attack,related-to,T1499,Endpoint Denial of Service,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
640,veris,1.4.0,attribute.availability,attribute.availability.variety.Degradation,Performance degradation,related-to,T1499,Endpoint Denial of Service,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
641,veris,1.4.0,attribute.availability,attribute.availability.variety.Loss,Loss,related-to,T1499,Endpoint Denial of Service,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
642,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1543.002,Create or Modify System Process: Systemd Service,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
643,veris,1.4.0,action.malware,action.malware.variety.DoS,DoS attack,related-to,T1499.001,Endpoint Denial of Service: OS Exhaustion Flood,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
644,veris,1.4.0,attribute.availability,attribute.availability.variety.Degradation,Performance degradation,related-to,T1499.001,Endpoint Denial of Service: OS Exhaustion Flood,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
645,veris,1.4.0,attribute.availability,attribute.availability.variety.Loss,Loss,related-to,T1499.001,Endpoint Denial of Service: OS Exhaustion Flood,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
646,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1543.003,Create or Modify System Process: Windows Service,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
647,veris,1.4.0,action.malware,action.malware.variety.DoS,DoS attack,related-to,T1499.002,Endpoint Denial of Service: Service Exhaustion Flood,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
648,veris,1.4.0,attribute.availability,attribute.availability.variety.Degradation,Performance degradation,related-to,T1499.002,Endpoint Denial of Service: Service Exhaustion Flood,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
649,veris,1.4.0,attribute.availability,attribute.availability.variety.Loss,Loss,related-to,T1499.002,Endpoint Denial of Service: Service Exhaustion Flood,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
650,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1543.004,Create or Modify System Process: Launch Daemon,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
651,veris,1.4.0,action.malware,action.malware.variety.DoS,DoS attack,related-to,T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
652,veris,1.4.0,attribute.availability,attribute.availability.variety.Degradation,Performance degradation,related-to,T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
653,veris,1.4.0,attribute.availability,attribute.availability.variety.Loss,Loss,related-to,T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
654,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1543.005,Create or Modify System Process: Container Service,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
655,veris,1.4.0,action.malware,action.malware.variety.DoS,DoS attack,related-to,T1499.004,Endpoint Denial of Service: Application or System Exploitation,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
656,veris,1.4.0,attribute.availability,attribute.availability.variety.Degradation,Performance degradation,related-to,T1499.004,Endpoint Denial of Service: Application or System Exploitation,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
657,veris,1.4.0,attribute.availability,attribute.availability.variety.Loss,Loss,related-to,T1499.004,Endpoint Denial of Service: Application or System Exploitation,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
658,veris,1.4.0,action.malware,action.malware.variety.Backdoor,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1505,Server Software Component,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
659,veris,1.4.0,action.malware,action.malware.variety.Backdoor or C2,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1505,Server Software Component,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
660,veris,1.4.0,action.hacking,action.hacking.variety.Backdoor,Hacking action that creates a backdoor for use.,related-to,T1546,Event Triggered Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
661,veris,1.4.0,action.malware,action.malware.variety.Backdoor,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1505.001,Server Software Component: SQL Stored Procedures,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
662,veris,1.4.0,action.malware,action.malware.variety.Backdoor or C2,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1505.001,Server Software Component: SQL Stored Procedures,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
663,veris,1.4.0,action.hacking,action.hacking.variety.XML injection,XML injection. Child of 'Exploit vuln'.,related-to,T1546,Event Triggered Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
664,veris,1.4.0,action.malware,action.malware.variety.Backdoor,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1505.002,Server Software Component: Transport Agent,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
665,veris,1.4.0,action.malware,action.malware.variety.Backdoor or C2,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1505.002,Server Software Component: Transport Agent,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
666,veris,1.4.0,action.malware,action.malware.variety.Backdoor,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1505.003,Server Software Component: Web Shell,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
667,veris,1.4.0,action.malware,action.malware.variety.Backdoor or C2,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1505.003,Server Software Component: Web Shell,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
668,veris,1.4.0,action.hacking,action.hacking.vector.Backdoor,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1546,Event Triggered Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
669,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1547,Boot or Logon Autostart Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
670,veris,1.4.0,action.hacking,action.hacking.variety.Backdoor,Hacking action that creates a backdoor for use.,related-to,T1547,Boot or Logon Autostart Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
671,veris,1.4.0,action.hacking,action.hacking.vector.Backdoor,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1547,Boot or Logon Autostart Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
672,veris,1.4.0,action.malware,action.malware.variety.Backdoor,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1525,Implant Internal Image,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
673,veris,1.4.0,action.malware,action.malware.variety.Backdoor or C2,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1525,Implant Internal Image,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
674,veris,1.4.0,action.malware,action.malware.variety.RAT,Remote Access Trojan.  Parent of 'Backdoor' and 'Trojan',related-to,T1525,Implant Internal Image,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
675,veris,1.4.0,action.malware,action.malware.variety.Unknown,Unknown,related-to,T1525,Implant Internal Image,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
676,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1548,Abuse Elevation Control Mechanism,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
677,veris,1.4.0,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1528,Steal Application Access Token,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
678,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
679,veris,1.4.0,attribute.availability,attribute.availability.variety.Interruption,Interruption,related-to,T1529,System Shutdown/Reboot,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
680,veris,1.4.0,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1530,Data from Cloud Storage,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
681,veris,1.4.0,attribute.confidentiality,attribute.confidentiality.data_disclosure,,related-to,T1530,Data from Cloud Storage,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
682,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
683,veris,1.4.0,attribute.availability,attribute.availability.variety.Destruction,Destruction,related-to,T1531,Account Access Removal,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
684,veris,1.4.0,attribute.availability,attribute.availability.variety.Interruption,Interruption,related-to,T1531,Account Access Removal,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
685,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Unknown,Unknown,related-to,T1531,Account Access Removal,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
686,veris,1.4.0,action.social,action.social.variety.Pretexting,"Pretexting (dialogue leveraging invented scenario).  Unlike 'Phishing', does not transfer data. (A fraudulent transfer or changing a bank account on a business account is not really disclosing data.",related-to,T1534,Internal Spearphishing,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
687,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Misrepresentation,compromise of authenticity (e.g. masquerading as the legitimate owner of an account),related-to,T1534,Internal Spearphishing,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
688,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Repurpose,Repurposed asset for unauthorized function,related-to,T1535,Unused/Unsupported Cloud Regions,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
689,veris,1.4.0,action.malware,action.malware.variety.Export data,Export data to another site or system,related-to,T1537,Transfer Data to Cloud Account,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
690,veris,1.4.0,attribute.confidentiality,attribute.confidentiality.data_disclosure,,related-to,T1537,Transfer Data to Cloud Account,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
691,veris,1.4.0,action.hacking,action.hacking.variety.Exploit misconfig,Exploit a misconfiguration (vs vuln or weakness),related-to,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
692,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1548.003,Abuse Elevation Control Mechanism: Sudo and Sudo Caching,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
693,veris,1.4.0,action.hacking,action.hacking.variety.Exploit misconfig,Exploit a misconfiguration (vs vuln or weakness),related-to,T1548.003,Abuse Elevation Control Mechanism: Sudo and Sudo Caching,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
694,veris,1.4.0,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1539,Steal Web Session Cookie,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
695,veris,1.4.0,action.malware,action.malware.variety.Rootkit,Rootkit (maintain local privileges and stealth),related-to,T1542,Pre-OS Boot,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
696,veris,1.4.0,action.malware,action.malware.variety.Rootkit,Rootkit (maintain local privileges and stealth),related-to,T1542.001,Pre-OS Boot: System Firmware,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
697,veris,1.4.0,action.malware,action.malware.variety.Rootkit,Rootkit (maintain local privileges and stealth),related-to,T1542.002,Pre-OS Boot: Component Firmware,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
698,veris,1.4.0,action.malware,action.malware.variety.Rootkit,Rootkit (maintain local privileges and stealth),related-to,T1542.003,Pre-OS Boot: Bootkit,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
699,veris,1.4.0,action.malware,action.malware.variety.Rootkit,Rootkit (maintain local privileges and stealth),related-to,T1542.004,Pre-OS Boot: ROMMONkit,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
700,veris,1.4.0,action.malware,action.malware.variety.Rootkit,Rootkit (maintain local privileges and stealth),related-to,T1542.005,Pre-OS Boot: TFTP Boot,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
701,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1548.004,Abuse Elevation Control Mechanism: Elevated Execution with Prompt,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
702,veris,1.4.0,action.malware,action.malware.variety.Backdoor,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1543,Create or Modify System Process,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
703,veris,1.4.0,action.malware,action.malware.variety.Backdoor or C2,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1543,Create or Modify System Process,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
704,veris,1.4.0,action.malware,action.malware.variety.Rootkit,Rootkit (maintain local privileges and stealth),related-to,T1543,Create or Modify System Process,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
705,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Software installation,Software installation or code modification,related-to,T1543,Create or Modify System Process,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
706,veris,1.4.0,action.hacking,action.hacking.variety.Exploit misconfig,Exploit a misconfiguration (vs vuln or weakness),related-to,T1548.004,Abuse Elevation Control Mechanism: Elevated Execution with Prompt,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
707,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Software installation,Software installation or code modification,related-to,T1543.001,Create or Modify System Process: Launch Agent,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
708,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1548.005,Abuse Elevation Control Mechanism: Temporary Elevated Cloud Access,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
709,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Software installation,Software installation or code modification,related-to,T1543.002,Create or Modify System Process: Systemd Service,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
710,veris,1.4.0,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality.,related-to,T1548.006,Abuse Elevation Control Mechanism: TCC Manipulation,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
711,veris,1.4.0,action.malware,action.malware.variety.RAT,Remote Access Trojan.  Parent of 'Backdoor' and 'Trojan',related-to,T1543.003,Create or Modify System Process: Windows Service,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
712,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Software installation,Software installation or code modification,related-to,T1543.003,Create or Modify System Process: Windows Service,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
713,veris,1.4.0,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1550,Use Alternate Authentication Material,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
714,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Software installation,Software installation or code modification,related-to,T1543.004,Create or Modify System Process: Launch Daemon,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
715,veris,1.4.0,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1550.001,Use Alternate Authentication Material: Application Access Token,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
716,veris,1.4.0,action.hacking,action.hacking.variety.Pass-the-hash,Pass-the-hash,related-to,T1550.002,Use Alternate Authentication Material: Pass the Hash,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
717,veris,1.4.0,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1550.002,Use Alternate Authentication Material: Pass the Hash,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
718,veris,1.4.0,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1550.003,Use Alternate Authentication Material: Pass the Ticket,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
719,veris,1.4.0,action.malware,action.malware.variety.Backdoor,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1546,Event Triggered Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
720,veris,1.4.0,action.malware,action.malware.variety.Backdoor or C2,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1546,Event Triggered Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
721,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Alter behavior,Influence or alter human behavior,related-to,T1546,Event Triggered Execution,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
722,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Alter behavior,Influence or alter human behavior,related-to,T1546.001,Event Triggered Execution: Change Default File Association,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
723,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Alter behavior,Influence or alter human behavior,related-to,T1546.002,Event Triggered Execution: Screensaver,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
724,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Alter behavior,Influence or alter human behavior,related-to,T1546.003,Event Triggered Execution: Windows Management Instrumentation Event Subscription,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
725,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Alter behavior,Influence or alter human behavior,related-to,T1546.004,Event Triggered Execution: Unix Shell Configuration Modification,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
726,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Alter behavior,Influence or alter human behavior,related-to,T1546.005,Event Triggered Execution: Trap,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
727,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Alter behavior,Influence or alter human behavior,related-to,T1546.006,Event Triggered Execution: LC_LOAD_DYLIB Addition,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
728,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Alter behavior,Influence or alter human behavior,related-to,T1546.007,Event Triggered Execution: Netsh Helper DLL,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
729,veris,1.4.0,attribute.integrity,attribute.integrity.variety.Alter behavior,Influence or alter human behavior,related-to,T1546.008,Event Triggered Execution: Accessibility Features,16.1,enterprise,,,,[],,,01/23/2025,01/23/2025
