,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,tlctc_object_id,tlctc_object_name,tlctc_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
166,veris,1.4.1,action.misuse,action.misuse.variety.Data mishandling,Handling of data in an unapproved manner,no-cluster,none,operational risk: abuse_of_rights,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: abuse_of_rights; R-SCOPE; Handling data one is entitled to handle in an unapproved manner is Abuse of Rights: the envelope is honoured, the purpose is not. VERIS defines misuse as entrusted resources or privileges used contrary to their intended purpose: an actor inside an entitlement an accountable grantor conferred, acting against its purpose. That is Abuse of Rights on the cause-side partition (R-SCOPE): operational risk, no generic vulnerability, no cluster, no System Risk Event; the consequence chain starts at the Data Risk Event. Only where the evidence shows the action reached past the conferred envelope (a scope the grant never covered) does it enter the Attack row as #1.",TLCTC Project,2026-09-18,2026-09-18
167,veris,1.4.1,action.misuse,action.misuse.variety.Email misuse,Inappropriate use of email or IM,no-cluster,none,operational risk: abuse_of_rights,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: abuse_of_rights; R-SCOPE; An insider acting inside the entitlement a grantor conferred, against policy but not against the system: Abuse of Rights, operational risk, no cluster (R-SCOPE).",TLCTC Project,2026-09-18,2026-09-18
168,veris,1.4.1,action.misuse,action.misuse.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",outcome,none,outcome (Axiom III),2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","A property of how the misuse was carried out, not a step.",TLCTC Project,2026-09-18,2026-09-18
169,veris,1.4.1,action.misuse,action.misuse.variety.Illicit content,Storage or distribution of illicit content,no-cluster,none,operational risk: abuse_of_rights,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: abuse_of_rights; R-SCOPE; An insider acting inside the entitlement a grantor conferred, against policy but not against the system: Abuse of Rights, operational risk, no cluster (R-SCOPE).",TLCTC Project,2026-09-18,2026-09-18
170,veris,1.4.1,action.misuse,action.misuse.variety.Knowledge abuse,Abuse of private or entrusted knowledge,no-cluster,none,operational risk: abuse_of_rights,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: abuse_of_rights; R-SCOPE; Using entrusted knowledge against the purpose it was entrusted for is Abuse of Rights; no system function or flaw is exploited. VERIS defines misuse as entrusted resources or privileges used contrary to their intended purpose: an actor inside an entitlement an accountable grantor conferred, acting against its purpose. That is Abuse of Rights on the cause-side partition (R-SCOPE): operational risk, no generic vulnerability, no cluster, no System Risk Event; the consequence chain starts at the Data Risk Event. Only where the evidence shows the action reached past the conferred envelope (a scope the grant never covered) does it enter the Attack row as #1.",TLCTC Project,2026-09-18,2026-09-18
171,veris,1.4.1,action.misuse,action.misuse.variety.Net misuse,Inappropriate use of network or Web access including cloud services,no-cluster,none,operational risk: abuse_of_rights,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: abuse_of_rights; R-SCOPE; An insider acting inside the entitlement a grantor conferred, against policy but not against the system: Abuse of Rights, operational risk, no cluster (R-SCOPE).",TLCTC Project,2026-09-18,2026-09-18
172,veris,1.4.1,action.misuse,action.misuse.variety.Password or Session Sharing,Sharing of a legitimate user's credential or session,chain,#4,Identity Theft,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-CRED; companion before: the sharer's act (Abuse of Rights, operational risk, no cluster); notation: <sharing: no cluster> → #4; The person who uses a shared credential authenticates as an identity that is not their own: #4 (R-CRED). The sharing itself is an in-grant policy violation with no cluster (R-SCOPE).",TLCTC Project,2026-09-18,2026-09-18
173,veris,1.4.1,action.misuse,action.misuse.variety.Possession abuse,Abuse of physical access to asset,no-cluster,none,operational risk: abuse_of_rights,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: abuse_of_rights; R-SCOPE; Abusing physical access one is entitled to (a badge holder propping open a door is the dictionary's example) is Abuse of Rights. VERIS defines misuse as entrusted resources or privileges used contrary to their intended purpose: an actor inside an entitlement an accountable grantor conferred, acting against its purpose. That is Abuse of Rights on the cause-side partition (R-SCOPE): operational risk, no generic vulnerability, no cluster, no System Risk Event; the consequence chain starts at the Data Risk Event. Only where the evidence shows the action reached past the conferred envelope (a scope the grant never covered) does it enter the Attack row as #1.",TLCTC Project,2026-09-18,2026-09-18
174,veris,1.4.1,action.misuse,action.misuse.variety.Privilege abuse,Abuse of system access privileges,no-cluster,none,operational risk: abuse_of_rights,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: abuse_of_rights; R-SCOPE; Using system privileges one genuinely holds for a purpose the grantor did not intend is the dictionary's own example of Abuse of Rights (an administrator using genuine root to exfiltrate). VERIS defines misuse as entrusted resources or privileges used contrary to their intended purpose: an actor inside an entitlement an accountable grantor conferred, acting against its purpose. That is Abuse of Rights on the cause-side partition (R-SCOPE): operational risk, no generic vulnerability, no cluster, no System Risk Event; the consequence chain starts at the Data Risk Event. Only where the evidence shows the action reached past the conferred envelope (a scope the grant never covered) does it enter the Attack row as #1.",TLCTC Project,2026-09-18,2026-09-18
175,veris,1.4.1,action.misuse,action.misuse.variety.Snap picture,Actor photographs the confidentiality data variety.,no-cluster,none,operational risk: abuse_of_rights,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: abuse_of_rights; R-SCOPE; Photographing data one is entitled to view uses the entitlement against its purpose: Abuse of Rights, and the Data Risk Event C follows without any compromise. VERIS defines misuse as entrusted resources or privileges used contrary to their intended purpose: an actor inside an entitlement an accountable grantor conferred, acting against its purpose. That is Abuse of Rights on the cause-side partition (R-SCOPE): operational risk, no generic vulnerability, no cluster, no System Risk Event; the consequence chain starts at the Data Risk Event. Only where the evidence shows the action reached past the conferred envelope (a scope the grant never covered) does it enter the Attack row as #1.",TLCTC Project,2026-09-18,2026-09-18
176,veris,1.4.1,action.misuse,action.misuse.variety.Unapproved hardware,Use of unapproved hardware or devices,no-cluster,none,operational risk: abuse_of_rights,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: abuse_of_rights; R-SCOPE; An insider acting inside the entitlement a grantor conferred, against policy but not against the system: Abuse of Rights, operational risk, no cluster (R-SCOPE).",TLCTC Project,2026-09-18,2026-09-18
177,veris,1.4.1,action.misuse,action.misuse.variety.Unapproved software,Use of unapproved software or services,no-cluster,none,operational risk: abuse_of_rights,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: abuse_of_rights; R-SCOPE; An insider acting inside the entitlement a grantor conferred, against policy but not against the system: Abuse of Rights, operational risk, no cluster (R-SCOPE).",TLCTC Project,2026-09-18,2026-09-18
178,veris,1.4.1,action.misuse,action.misuse.variety.Unapproved workaround,Unapproved workaround or shortcut,no-cluster,none,operational risk: abuse_of_rights,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: abuse_of_rights; R-SCOPE; An insider acting inside the entitlement a grantor conferred, against policy but not against the system: Abuse of Rights, operational risk, no cluster (R-SCOPE).",TLCTC Project,2026-09-18,2026-09-18
179,veris,1.4.1,action.misuse,action.misuse.variety.Other, Other,no-cluster,none,operational risk: abuse_of_rights,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: abuse_of_rights; R-SCOPE; An insider misuse of unrecorded kind: VERIS's misuse category itself asserts entrusted resources used contrary to purpose, so the row (Abuse of Rights) is known even though the variety is not. VERIS defines misuse as entrusted resources or privileges used contrary to their intended purpose: an actor inside an entitlement an accountable grantor conferred, acting against its purpose. That is Abuse of Rights on the cause-side partition (R-SCOPE): operational risk, no generic vulnerability, no cluster, no System Risk Event; the consequence chain starts at the Data Risk Event. Only where the evidence shows the action reached past the conferred envelope (a scope the grant never covered) does it enter the Attack row as #1.",TLCTC Project,2026-09-18,2026-09-18
180,veris,1.4.1,action.misuse,action.misuse.variety.Unknown,Unknown,no-cluster,none,operational risk: abuse_of_rights,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: abuse_of_rights; R-SCOPE; An insider misuse of unrecorded kind: VERIS's misuse category itself asserts entrusted resources used contrary to purpose, so the row (Abuse of Rights) is known even though the variety is not. VERIS defines misuse as entrusted resources or privileges used contrary to their intended purpose: an actor inside an entitlement an accountable grantor conferred, acting against its purpose. That is Abuse of Rights on the cause-side partition (R-SCOPE): operational risk, no generic vulnerability, no cluster, no System Risk Event; the consequence chain starts at the Data Risk Event. Only where the evidence shows the action reached past the conferred envelope (a scope the grant never covered) does it enter the Attack row as #1.",TLCTC Project,2026-09-18,2026-09-18
181,veris,1.4.1,action.misuse,action.misuse.vector.LAN access,Local network access within corporate facility,context,none,context: location,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","note: location; Carried out from inside the corporate network; location only, no classification input.",TLCTC Project,2026-09-18,2026-09-18
182,veris,1.4.1,action.misuse,action.misuse.vector.Non-corporate,Non-corporate facilities or networks,context,none,context: location,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",note: location; Carried out from outside corporate facilities or networks; location only.,TLCTC Project,2026-09-18,2026-09-18
183,veris,1.4.1,action.misuse,action.misuse.vector.Physical access,Physical access within corporate facility,context,none,context: physical,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",boundary_context: physical; Carried out with physical presence at the asset: [physical] boundary context.,TLCTC Project,2026-09-18,2026-09-18
184,veris,1.4.1,action.misuse,action.misuse.vector.Remote access,Remote access connection to corporate network (i.e. VPN),context,none,context: channel,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","note: channel; Carried out over a remote-access connection; the connection is the channel, not a classification input.",TLCTC Project,2026-09-18,2026-09-18
185,veris,1.4.1,action.misuse,action.misuse.vector.Web application,Web application,context,none,context: role server,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",role_hint: server; Carried out through a web application; the application is the abused function's interface.,TLCTC Project,2026-09-18,2026-09-18
186,veris,1.4.1,action.misuse,action.misuse.vector.Other,Other,unresolved,none,unresolved (R-UNRES-2),2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",The vector is recorded as unspecified; no context annotation can be derived.,TLCTC Project,2026-09-18,2026-09-18
187,veris,1.4.1,action.misuse,action.misuse.vector.Unknown,Unknown,unresolved,none,unresolved (R-UNRES-2),2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",The vector is not recorded; no context annotation can be derived.,TLCTC Project,2026-09-18,2026-09-18
188,veris,1.4.1,action.physical,action.physical.variety.Assault,Assault (threats or acts of physical violence),no-cluster,none,out of scope: no IT-system step (TLCTC+),2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: attack; Violence or threats against a person are intentional and outside any grant, but they are not a step against an IT system; outside the core clusters.",TLCTC Project,2026-09-18,2026-09-18
189,veris,1.4.1,action.physical,action.physical.variety.Bypassed controls,Bypassed physical barriers or controls,direct,#8,Physical Attack,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-SUBSTRATE; sub-cluster hint: 8.1; Getting past a physical barrier exploits the physical layer's lack of control over access to the substrate (#8, mechanical vector).",TLCTC Project,2026-09-18,2026-09-18
190,veris,1.4.1,action.physical,action.physical.variety.Connection,Connection,direct,#8,Physical Attack,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-SUBSTRATE; sub-cluster hint: 8.1; Attaching a device to hardware or a port is direct physical interaction with the substrate (#8); if the device then runs code on the system, #7 follows (R-EXEC).",TLCTC Project,2026-09-18,2026-09-18
191,veris,1.4.1,action.physical,action.physical.variety.Destruction,Destruction (deliberate damaging or disabling),direct,#8,Physical Attack,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",R-SUBSTRATE; sub-cluster hint: 8.1; Deliberately damaging hardware acts on the substrate itself (#8); the availability effect is the Data Risk Event Av.,TLCTC Project,2026-09-18,2026-09-18
192,veris,1.4.1,action.physical,action.physical.variety.Disabled controls,Disabled physical barriers or controls,direct,#8,Physical Attack,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",R-SUBSTRATE; sub-cluster hint: 8.1; Disabling a physical barrier or sensor acts on the substrate (#8).,TLCTC Project,2026-09-18,2026-09-18
193,veris,1.4.1,action.physical,action.physical.variety.Evade Defenses,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",outcome,none,outcome (Axiom III),2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","A property of how the physical step was carried out, not a step.",TLCTC Project,2026-09-18,2026-09-18
194,veris,1.4.1,action.physical,action.physical.variety.Skimmer,Installing card skimming device,direct,#8,Physical Attack,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",R-SUBSTRATE; sub-cluster hint: 8.1; Installing a skimming device is a mechanical interaction with the terminal (#8); the device then captures the channel at the physical interface.,TLCTC Project,2026-09-18,2026-09-18
195,veris,1.4.1,action.physical,action.physical.variety.Snooping,Snooping (sneak about to gain info or access),direct,#8,Physical Attack,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-SUBSTRATE; sub-cluster hint: 8.1; Sneaking about to reach systems or information exploits the physical layer's lack of control over who is present (#8, mechanical vector: presence and movement). Observation of people with no system involved is outside core.",TLCTC Project,2026-09-18,2026-09-18
196,veris,1.4.1,action.physical,action.physical.variety.Surveillance,Surveillance (monitoring and observation),direct,#8,Physical Attack,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-SUBSTRATE; sub-cluster hint: 8.2; Monitoring systems or screens exploits emanations and line of sight, a physical-layer property (#8, signal vector). Surveillance of people with no system involved is outside core.",TLCTC Project,2026-09-18,2026-09-18
197,veris,1.4.1,action.physical,action.physical.variety.Tampering,Tampering (alter physical form or function),direct,#8,Physical Attack,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",R-SUBSTRATE; sub-cluster hint: 8.1; Altering hardware's form or function acts on the substrate (#8); a hardware implant that runs code adds #7 (R-EXEC).,TLCTC Project,2026-09-18,2026-09-18
198,veris,1.4.1,action.physical,action.physical.variety.Theft,Theft (taking assets without permission),direct,#8,Physical Attack,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",R-SUBSTRATE; sub-cluster hint: 8.1; Taking an asset exploits the physical layer's lack of control over possession (#8); the Data Risk Event follows from what the asset held.,TLCTC Project,2026-09-18,2026-09-18
199,veris,1.4.1,action.physical,action.physical.variety.Wiretapping,Wiretapping (Physical tap to comms line),direct,#8,Physical Attack,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","R-SUBSTRATE; sub-cluster hint: 8.2; A physical tap on a line exploits a physical-layer property of the substrate (#8, signal vector); the interception it enables is #5 once the position exists (R-MITM).",TLCTC Project,2026-09-18,2026-09-18
200,veris,1.4.1,action.physical,action.physical.variety.Other,Other,unresolved,none,unresolved (R-UNRES-2),2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",The record says a physical action occurred without naming it.,TLCTC Project,2026-09-18,2026-09-18
201,veris,1.4.1,action.physical,action.physical.variety.Unknown,Unknown,unresolved,none,unresolved (R-UNRES-2),2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",The record says a physical action occurred without naming it.,TLCTC Project,2026-09-18,2026-09-18
202,veris,1.4.1,action.physical,action.physical.vector.Partner facility,Partner facility or area,context,none,context: physical,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",boundary_context: physical; boundary: @Vendor→@Org; The step took place on partner premises or in a partner vehicle: [physical] context with a responsibility-sphere crossing ||[physical][@Vendor→@Org]||.,TLCTC Project,2026-09-18,2026-09-18
203,veris,1.4.1,action.physical,action.physical.vector.Partner vehicle,"Partner vehicle (e.g., delivery truck)",context,none,context: physical,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",boundary_context: physical; boundary: @Vendor→@Org; The step took place on partner premises or in a partner vehicle: [physical] context with a responsibility-sphere crossing ||[physical][@Vendor→@Org]||.,TLCTC Project,2026-09-18,2026-09-18
204,veris,1.4.1,action.physical,action.physical.vector.Personal residence,Personal residence,context,none,context: physical,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","boundary_context: physical; Location of the physical step; [physical] boundary context, no classification input.",TLCTC Project,2026-09-18,2026-09-18
205,veris,1.4.1,action.physical,action.physical.vector.Personal vehicle,Personal vehicle,context,none,context: physical,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","boundary_context: physical; Location of the physical step; [physical] boundary context, no classification input.",TLCTC Project,2026-09-18,2026-09-18
206,veris,1.4.1,action.physical,action.physical.vector.Public facility,Public facility or area,context,none,context: physical,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","boundary_context: physical; Location of the physical step; [physical] boundary context, no classification input.",TLCTC Project,2026-09-18,2026-09-18
207,veris,1.4.1,action.physical,action.physical.vector.Public vehicle,"Public vehicle (e.g., plane, taxi)",context,none,context: physical,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","boundary_context: physical; Location of the physical step; [physical] boundary context, no classification input.",TLCTC Project,2026-09-18,2026-09-18
208,veris,1.4.1,action.physical,action.physical.vector.Victim grounds,Victim outdoor grounds,context,none,context: physical,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","boundary_context: physical; Location of the physical step; [physical] boundary context, no classification input.",TLCTC Project,2026-09-18,2026-09-18
209,veris,1.4.1,action.physical,action.physical.vector.Victim public area,"Victim public or customer area (e.g., lobby, storefront)",context,none,context: physical,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","boundary_context: physical; Location of the physical step; [physical] boundary context, no classification input.",TLCTC Project,2026-09-18,2026-09-18
210,veris,1.4.1,action.physical,action.physical.vector.Victim secure area,"Victim high security area (e.g., server room, R&D labs)",context,none,context: physical,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","boundary_context: physical; Location of the physical step; [physical] boundary context, no classification input.",TLCTC Project,2026-09-18,2026-09-18
211,veris,1.4.1,action.physical,action.physical.vector.Victim work area,"Victim private or work area (e.g., office space)",context,none,context: physical,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","boundary_context: physical; Location of the physical step; [physical] boundary context, no classification input.",TLCTC Project,2026-09-18,2026-09-18
212,veris,1.4.1,action.physical,action.physical.vector.Unknown,Unknown,unresolved,none,unresolved (R-UNRES-2),2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",The location is not recorded; no context annotation can be derived.,TLCTC Project,2026-09-18,2026-09-18
213,veris,1.4.1,action.physical,action.physical.vector.Other,Other,unresolved,none,unresolved (R-UNRES-2),2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]",The location is not recorded; no context annotation can be derived.,TLCTC Project,2026-09-18,2026-09-18
214,veris,1.4.1,action.error,action.error.variety.Capacity shortage,Poor capacity planning,no-cluster,none,operational risk: failure,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: failure; Axiom V; No actor intended the outcome and, at the time of the event, no actor was acting: 'Capacity shortage' is a system failure on the cause-side partition's Failure row (operational risk, no cluster). Control failures are not threats (Axiom V).",TLCTC Project,2026-09-18,2026-09-18
215,veris,1.4.1,action.error,action.error.variety.Classification error,Classification or labeling error,no-cluster,none,operational risk: error_in_use,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: error_in_use; Axiom V; An actor acted without intending the outcome: 'Classification error' is Error in Use on the cause-side partition (operational risk, no cluster). Control failures are not threats (Axiom V).",TLCTC Project,2026-09-18,2026-09-18
216,veris,1.4.1,action.error,action.error.variety.Data entry error,Data entry error,no-cluster,none,operational risk: error_in_use,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: error_in_use; Axiom V; An actor acted without intending the outcome: 'Data entry error' is Error in Use on the cause-side partition (operational risk, no cluster). Control failures are not threats (Axiom V).",TLCTC Project,2026-09-18,2026-09-18
217,veris,1.4.1,action.error,action.error.variety.Disposal error,Disposal error,no-cluster,none,operational risk: error_in_use,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: error_in_use; Axiom V; An actor acted without intending the outcome: 'Disposal error' is Error in Use on the cause-side partition (operational risk, no cluster). Control failures are not threats (Axiom V).",TLCTC Project,2026-09-18,2026-09-18
218,veris,1.4.1,action.error,action.error.variety.Gaffe,Gaffe (social or verbal slip),no-cluster,none,operational risk: error_in_use,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: error_in_use; Axiom V; An actor acted without intending the outcome: 'Gaffe' is Error in Use on the cause-side partition (operational risk, no cluster). Control failures are not threats (Axiom V).",TLCTC Project,2026-09-18,2026-09-18
219,veris,1.4.1,action.error,action.error.variety.Loss,Loss or misplacement,no-cluster,none,operational risk: error_in_use,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: error_in_use; Axiom V; An actor acted without intending the outcome: 'Loss' is Error in Use on the cause-side partition (operational risk, no cluster). Control failures are not threats (Axiom V).",TLCTC Project,2026-09-18,2026-09-18
220,veris,1.4.1,action.error,action.error.variety.Maintenance error,Maintenance error,no-cluster,none,operational risk: error_in_use,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: error_in_use; Axiom V; An actor acted without intending the outcome: 'Maintenance error' is Error in Use on the cause-side partition (operational risk, no cluster). Control failures are not threats (Axiom V).",TLCTC Project,2026-09-18,2026-09-18
221,veris,1.4.1,action.error,action.error.variety.Malfunction,Technical malfunction or glitch,no-cluster,none,operational risk: failure,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: failure; Axiom V; No actor intended the outcome and, at the time of the event, no actor was acting: 'Malfunction' is a system failure on the cause-side partition's Failure row (operational risk, no cluster). Control failures are not threats (Axiom V).",TLCTC Project,2026-09-18,2026-09-18
222,veris,1.4.1,action.error,action.error.variety.Misconfiguration,Misconfiguration,no-cluster,none,operational risk: failure,2.5,all,,,,"[""https://www.tlctc.net"",""https://github.com/Barnes70/TLCTC/tree/main/mappings/veris"",""https://doi.org/10.5281/zenodo.20633176""]","partition row: failure; Axiom V; No actor intended the outcome and, at the time of the event, no actor was acting: 'Misconfiguration' is a system failure on the cause-side partition's Failure row (operational risk, no cluster). Control failures are not threats (Axiom V).",TLCTC Project,2026-09-18,2026-09-18
